year,age,pop,male,female
1979,6,3163905,1615247,1548658
1979,7,3421248,1748870,1672378
1979,8,3613454,1850438,1763016
1979,9,3655724,1864343,1791381
1979,10,3634230,1857389,1776841
1979,11,3541822,1808792,1733030
1979,12,3593400,1832769,1760631
1979,13,3715376,1898472,1816904
1979,14,3960321,2016268,1944053
1979,15,4159794,2127010,2032784
1979,16,4214501,2146324,2068177
1979,17,4276495,2177000,2099495
1979,18,4316231,2195653,2120578
1979,19,4434889,2254143,2180746
1979,20,4419481,2242660,2176821
1979,21,4334896,2196820,2138076
1979,22,4284816,2157740,2127076
1979,23,4129391,2069888,2059503
1979,24,4127989,2069298,2058691
1979,25,4056482,2029435,2027047
1979,26,3919839,1962220,1957619
1979,27,3853208,1926018,1927190
1979,28,3621118,1804088,1817030
1979,29,3727046,1849577,1877469
1979,30,3733982,1857067,1876915
1979,31,3619819,1800974,1818845
1979,32,3907187,1942365,1964822
1979,33,2815685,1390658,1425027
1979,34,2948258,1452454,1495804
1979,35,2941406,1453251,1488155
1979,36,3050832,1507329,1543503
1979,37,2695152,1326200,1368952
1979,38,2496870,1228092,1268778
1979,39,2451245,1202085,1249160
1979,40,2454323,1204620,1249703
1979,41,2342000,1148742,1193258
1979,42,2277691,1115452,1162239
1979,43,2233036,1092687,1140349
1979,44,2233444,1095405,1138039
1979,45,2171900,1057929,1113971
1979,46,2196871,1069720,1127151
1979,47,2205236,1076575,1128661
1979,48,2222041,1078546,1143495
1979,49,2421037,1167994,1253043
1979,50,2253574,1088029,1165545
1979,51,2355872,1134864,1221008
1979,52,2335726,1118888,1216838
1979,53,2373821,1134199,1239622
1979,54,2405947,1147016,1258931
1979,55,2349711,1116365,1233346
1979,56,2327033,1101401,1225632
1979,57,2342711,1111053,1231658
1979,58,2247848,1058112,1189736
1979,59,2314488,1085067,1229421
1979,60,2020358,940496,1079862
1979,61,2022892,947455,1075437
1979,62,1959688,907038,1052650
1979,63,1937597,893952,1043645
1979,64,1925630,880029,1045601
1979,65,1860719,843141,1017578
1979,66,1811718,807738,1003980
1979,67,1722200,765708,956492
1979,68,1675949,733811,942138
1979,69,1674541,731561,942980
1979,70,1423281,606474,816807
1979,71,1444508,617382,827126
1979,72,1293962,541572,752390
1979,73,1257794,522305,735489
1979,74,1173380,478352,695028
1979,75,1064334,426790,637544
1979,76,1001631,393999,607632
1979,77,871161,333083,538078
1979,78,926320,350445,575875
1979,79,860125,321181,538944
1979,80,653467,232063,421404
1979,81,625233,224253,400980
1979,82,580415,203570,376845
1979,83,545463,184670,360793
1979,84,470622,159741,310881
1979,85,2196921,675963,1520958
1980,0,3559857,1819959,1739898
1980,1,3315535,1697003,1618532
1980,2,3210169,1641032,1569137
1980,3,3238099,1656800,1581299
1980,4,3127524,1599421,1528103
1980,5,3179868,1627209,1552659
1980,6,3110507,1590999,1519508
1980,7,3247691,1660137,1587554
1980,8,3328772,1702308,1626464
1980,9,3735515,1910761,1824754
1980,10,3729085,1908606,1820479
1980,11,3604713,1840223,1764490
1980,12,3526994,1800779,1726215
1980,13,3626046,1848204,1777842
1980,14,3749497,1915400,1834097
1980,15,3998828,2038599,1960229
1980,16,4170006,2130433,2039573
1980,17,4224747,2161643,2063104
1980,18,4229835,2142172,2087663
1980,19,4487524,2256718,2230806
1980,20,4372101,2193229,2178872
1980,21,4297074,2151134,2145940
1980,22,4275458,2142121,2133337
1980,23,4272306,2133812,2138494
1980,24,4168766,2082048,2086718
1980,25,4132980,2062276,2070704
1980,26,4019418,2000848,2018570
1980,27,3951351,1963195,1988156
1980,28,3700573,1837856,1862717
1980,29,3881644,1928399,1953245
1980,30,3719295,1844488,1874807
1980,31,3634043,1794918,1839125
1980,32,3635579,1796718,1838861
1980,33,3858613,1905234,1953379
1980,34,2895176,1430137,1465039
1980,35,2902454,1430371,1472083
1980,36,2886316,1417849,1468467
1980,37,3056102,1501175,1554927
1980,38,2637757,1293432,1344325
1980,39,2594105,1274861,1319244
1980,40,2488764,1219779,1268985
1980,41,2370894,1162220,1208674
1980,42,2348217,1150723,1197494
1980,43,2262250,1104484,1157766
1980,44,2258372,1101925,1156447
1980,45,2208880,1078175,1130705
1980,46,2177433,1059328,1118105
1980,47,2209363,1071786,1137577
1980,48,2147214,1043934,1103280
1980,49,2305150,1117992,1187158
1980,50,2342739,1130320,1212419
1980,51,2291497,1106597,1184900
1980,52,2345539,1128210,1217329
1980,53,2348856,1127032,1221824
1980,54,2366084,1124155,1241929
1980,55,2368641,1119824,1248817
1980,56,2338526,1106424,1232102
1980,57,2326922,1098356,1228566
1980,58,2301292,1084688,1216604
1980,59,2276001,1068621,1207380
1980,60,2183156,1021278,1161878
1980,61,2083512,969148,1114364
1980,62,2001102,927024,1074078
1980,63,1951935,900452,1051483
1980,64,1922963,879452,1043511
1980,65,1903573,862694,1040879
1980,66,1819049,816708,1002341
1980,67,1770190,787301,982889
1980,68,1686029,743285,942744
1980,69,1630638,705800,924838
1980,70,1526318,657413,868905
1980,71,1448682,615889,832793
1980,72,1378688,579817,798871
1980,73,1270301,524287,746014
1980,74,1217246,494175,723071
1980,75,1125614,450828,674786
1980,76,1042364,407457,634907
1980,77,962627,368217,594410
1980,78,886038,333174,552864
1980,79,813189,302394,510795
1980,80,727858,262589,465269
1980,81,644883,225823,419060
1980,82,570588,198428,372160
1980,83,531612,180549,351063
1980,84,480338,158816,321522
1980,85,419367,137321,282046
1980,86,367930,118289,249641
1980,87,314504,98712,215792
1980,88,262747,80441,182306
1980,89,215686,64320,151366
1980,90,173339,50336,123003
1980,91,136979,38902,98077
1980,92,106240,29572,76668
1980,93,80679,21862,58817
1980,94,60004,15758,44246
1980,95,43419,11106,32313
1980,96,30642,7690,22952
1980,97,21110,5205,15905
1980,98,14234,3485,10749
1980,99,9652,2409,7243
1980,100,15099,3244,11855
1981,0,3607440,1845697,1761743
1981,1,3436005,1757899,1678106
1981,2,3314474,1693434,1621040
1981,3,3260929,1666984,1593945
1981,4,3273871,1676077,1597794
1981,5,3128726,1599336,1529390
1981,6,3185857,1631031,1554826
1981,7,3165379,1620089,1545290
1981,8,3140834,1606578,1534256
1981,9,3439325,1757431,1681894
1981,10,3807110,1950989,1856121
1981,11,3690985,1887204,1803781
1981,12,3598921,1837136,1761785
1981,13,3553599,1813799,1739800
1981,14,3649792,1862532,1787260
1981,15,3783568,1931498,1852070
1981,16,4000951,2039883,1961068
1981,17,4173839,2139132,2034707
1981,18,4171004,2114682,2056322
1981,19,4411195,2219494,2191701
1981,20,4460084,2240640,2219444
1981,21,4299497,2157024,2142473
1981,22,4276765,2142732,2134033
1981,23,4290326,2146327,2143999
1981,24,4336172,2171172,2165000
1981,25,4202025,2098067,2103958
1981,26,4115191,2053866,2061325
1981,27,4065123,2022339,2042784
1981,28,3800948,1888790,1912158
1981,29,3985769,1986307,1999462
1981,30,3860004,1914448,1945556
1981,31,3639953,1801463,1838490
1981,32,3660642,1808784,1851858
1981,33,3595650,1773696,1821954
1981,34,3975216,1970415,2004801
1981,35,2860944,1409659,1451285
1981,36,2863290,1406758,1456532
1981,37,2899617,1422143,1477474
1981,38,2976210,1461956,1514254
1981,39,2766048,1360954,1405094
1981,40,2599132,1273686,1325446
1981,41,2397799,1175594,1222205
1981,42,2382808,1168453,1214355
1981,43,2365590,1155887,1209703
1981,44,2282952,1116413,1166539
1981,45,2216428,1081053,1135375
1981,46,2248338,1095174,1153164
1981,47,2202038,1071720,1130318
1981,48,2080426,1013276,1067150
1981,49,2237674,1086767,1150907
1981,50,2307528,1107702,1199826
1981,51,2271559,1102024,1169535
1981,52,2284778,1101086,1183692
1981,53,2361559,1139123,1222436
1981,54,2369207,1128386,1240821
1981,55,2298567,1086201,1212366
1981,56,2340465,1106673,1233792
1981,57,2373818,1120293,1253525
1981,58,2223827,1044415,1179412
1981,59,2317754,1085913,1231841
1981,60,2268018,1062928,1205090
1981,61,2129645,994121,1135524
1981,62,1989414,920673,1068741
1981,63,2001878,928482,1073396
1981,64,1970437,900385,1070052
1981,65,1905065,864906,1040159
1981,66,1829337,822067,1007270
1981,67,1791763,796780,994983
1981,68,1708596,752597,955999
1981,69,1663222,719835,943387
1981,70,1558336,670764,887572
1981,71,1481231,629391,851840
1981,72,1404413,590133,814280
1981,73,1300022,536570,763452
1981,74,1247885,506181,741704
1981,75,1157454,463599,693855
1981,76,1070941,419043,651898
1981,77,989587,378617,610970
1981,78,907298,340792,566506
1981,79,832891,308751,524140
1981,80,744184,268088,476096
1981,81,660778,231064,429714
1981,82,585872,203255,382617
1981,83,542091,183544,358547
1981,84,490656,161550,329106
1981,85,420790,134699,286091
1981,86,371580,117771,253809
1981,87,322701,100443,222258
1981,88,270930,82144,188786
1981,89,226963,66906,160057
1981,90,181214,52083,129131
1981,91,143764,40164,103600
1981,92,112300,30715,81585
1981,93,86659,23324,63335
1981,94,65276,17075,48201
1981,95,46962,11711,35251
1981,96,33416,8120,25296
1981,97,23379,5648,17731
1981,98,15748,3716,12032
1981,99,10402,2329,8073
1981,100,17091,3684,13407
1982,0,3643570,1863698,1779872
1982,1,3489139,1785996,1703143
1982,2,3436728,1755756,1680972
1982,3,3361224,1717396,1643828
1982,4,3297168,1686569,1610599
1982,5,3273883,1675690,1598193
1982,6,3133165,1602374,1530791
1982,7,3235675,1657479,1578196
1982,8,3057900,1566118,1491782
1982,9,3257322,1665080,1592242
1982,10,3499586,1791596,1707990
1982,11,3763436,1926501,1836935
1982,12,3682678,1882801,1799877
1982,13,3623857,1849213,1774644
1982,14,3575021,1827229,1747792
1982,15,3681408,1877750,1803658
1982,16,3787043,1934125,1852918
1982,17,4013718,2052828,1960890
1982,18,4124549,2096078,2028471
1982,19,4354966,2192371,2162595
1982,20,4383331,2203476,2179855
1982,21,4384664,2202593,2182071
1982,22,4269904,2142616,2127288
1982,23,4285965,2143712,2142253
1982,24,4358269,2184982,2173287
1982,25,4361388,2182810,2178578
1982,26,4182796,2088189,2094607
1982,27,4158071,2073895,2084176
1982,28,3901936,1940734,1961202
1982,29,4099510,2043104,2056406
1982,30,3953412,1966024,1987388
1982,31,3772524,1866854,1905670
1982,32,3662352,1812869,1849483
1982,33,3619429,1784315,1835114
1982,34,3705838,1836266,1869572
1982,35,3920880,1936804,1984076
1982,36,2820430,1385894,1434536
1982,37,2876378,1411222,1465156
1982,38,2811802,1378821,1432981
1982,39,3136626,1545834,1590792
1982,40,2761282,1354748,1406534
1982,41,2507772,1229115,1278657
1982,42,2407673,1181155,1226518
1982,43,2394773,1170723,1224050
1982,44,2392734,1171741,1220993
1982,45,2240633,1095012,1145621
1982,46,2244011,1092311,1151700
1982,47,2272028,1106646,1165382
1982,48,2075050,1013076,1061974
1982,49,2179757,1061281,1118476
1982,50,2232824,1074090,1158734
1982,51,2235060,1077944,1157116
1982,52,2263467,1095978,1167489
1982,53,2299708,1110677,1189031
1982,54,2382771,1141720,1241051
1982,55,2301151,1090186,1210965
1982,56,2276563,1075581,1200982
1982,57,2372641,1119267,1253374
1982,58,2261921,1062343,1199578
1982,59,2250301,1051313,1198988
1982,60,2303173,1075375,1227798
1982,61,2211964,1035118,1176846
1982,62,2041123,947893,1093230
1982,63,1990177,922297,1067880
1982,64,2020879,928190,1092689
1982,65,1947325,883432,1063893
1982,66,1835044,826637,1008407
1982,67,1805188,803904,1001284
1982,68,1725417,759744,965673
1982,69,1690499,731507,958992
1982,70,1590722,684652,906070
1982,71,1513441,643271,870170
1982,72,1431028,601112,829916
1982,73,1330449,549664,780785
1982,74,1278787,518832,759955
1982,75,1189359,476265,713094
1982,76,1100369,431096,669273
1982,77,1018976,390303,628673
1982,78,933574,350879,582695
1982,79,854848,315784,539064
1982,80,763730,274795,488935
1982,81,679188,237512,441676
1982,82,603825,208777,395048
1982,83,556727,188156,368571
1982,84,502278,165031,337247
1982,85,433601,138443,295158
1982,86,373452,115720,257732
1982,87,326853,100221,226632
1982,88,278382,83849,194533
1982,89,237543,69284,168259
1982,90,189530,53743,135787
1982,91,151362,41775,109587
1982,92,119906,32440,87466
1982,93,92962,24705,68257
1982,94,70904,18459,52445
1982,95,51444,12840,38604
1982,96,36721,8805,27916
1982,97,26028,6154,19874
1982,98,17689,4129,13560
1982,99,11901,2624,9277
1982,100,18429,3423,15006
1983,0,3649184,1867842,1781342
1983,1,3530264,1806495,1723769
1983,2,3490553,1784618,1705935
1983,3,3478505,1777030,1701475
1983,4,3398377,1737493,1660884
1983,5,3295766,1685561,1610205
1983,6,3275929,1677322,1598607
1983,7,3176388,1625218,1551170
1983,8,3122449,1600616,1521833
1983,9,3182719,1629348,1553371
1983,10,3308761,1694562,1614199
1983,11,3456456,1767319,1689137
1983,12,3753786,1920896,1832890
1983,13,3706645,1894411,1812234
1983,14,3642878,1861434,1781444
1983,15,3604276,1841536,1762740
1983,16,3685509,1881381,1804128
1983,17,3807468,1950631,1856837
1983,18,3970322,2015686,1954636
1983,19,4320386,2183824,2136562
1983,20,4335872,2184736,2151136
1983,21,4315773,2172377,2143396
1983,22,4346943,2185733,2161210
1983,23,4275974,2143074,2132900
1983,24,4357721,2184256,2173465
1983,25,4376343,2193217,2183126
1983,26,4340709,2171377,2169332
1983,27,4223710,2108278,2115432
1983,28,3983565,1986364,1997201
1983,29,4216289,2102825,2113464
1983,30,4057778,2018023,2039755
1983,31,3862390,1916645,1945745
1983,32,3792123,1876864,1915259
1983,33,3623513,1789378,1834135
1983,34,3731337,1848142,1883195
1983,35,3659504,1808220,1851284
1983,36,3857504,1899472,1958032
1983,37,2836163,1392382,1443781
1983,38,2778732,1363232,1415500
1983,39,2985182,1469385,1515797
1983,40,3119377,1532862,1586515
1983,41,2669251,1309599,1359652
1983,42,2517377,1235027,1282350
1983,43,2415058,1181026,1234032
1983,44,2429159,1190854,1238305
1983,45,2348675,1149108,1199567
1983,46,2257591,1101197,1156394
1983,47,2267602,1103605,1163997
1983,48,2141362,1045653,1095709
1983,49,2185668,1067684,1117984
1983,50,2168020,1046357,1121663
1983,51,2160867,1043548,1117319
1983,52,2226301,1071764,1154537
1983,53,2277561,1104563,1172998
1983,54,2321824,1114944,1206880
1983,55,2313389,1102796,1210593
1983,56,2285160,1082116,1203044
1983,57,2304835,1086512,1218323
1983,58,2254082,1058599,1195483
1983,59,2299481,1075317,1224164
1983,60,2230492,1037117,1193375
1983,61,2245155,1047506,1197649
1983,62,2128915,991340,1137575
1983,63,2040794,949057,1091737
1983,64,2009579,922262,1087317
1983,65,1990231,907341,1082890
1983,66,1879733,846701,1033032
1983,67,1813691,809868,1003823
1983,68,1732946,763839,969107
1983,69,1710148,740038,970110
1983,70,1616223,695130,921093
1983,71,1544709,656880,887829
1983,72,1455774,611638,844136
1983,73,1360692,562947,797745
1983,74,1309289,531733,777556
1983,75,1219737,488639,731098
1983,76,1128408,442350,686058
1983,77,1047820,401778,646042
1983,78,960419,361371,599048
1983,79,880784,324947,555837
1983,80,782522,280870,501652
1983,81,699217,244519,454698
1983,82,622642,214984,407658
1983,83,570844,192055,378789
1983,84,516409,169425,346984
1983,85,446063,142392,303671
1983,86,384373,118882,265491
1983,87,327891,98062,229829
1983,88,280122,82960,197162
1983,89,246503,71351,175152
1983,90,195580,54812,140768
1983,91,157456,42758,114698
1983,92,126867,34051,92816
1983,93,100058,26462,73596
1983,94,76093,19561,56532
1983,95,55031,13590,41441
1983,96,40157,9721,30436
1983,97,28743,6795,21948
1983,98,19759,4586,15173
1983,99,13839,3180,10659
1983,100,19900,3164,16736
1984,0,3571901,1827580,1744321
1984,1,3543520,1814369,1729151
1984,2,3534437,1807001,1727436
1984,3,3527196,1803180,1724016
1984,4,3517851,1798167,1719684
1984,5,3397284,1736786,1660498
1984,6,3297294,1686787,1610507
1984,7,3315974,1698460,1617514
1984,8,3064081,1568656,1495425
1984,9,3263292,1672566,1590726
1984,10,3229060,1656180,1572880
1984,11,3266693,1670826,1595867
1984,12,3449276,1763061,1686215
1984,13,3779052,1933101,1845951
1984,14,3726194,1906975,1819219
1984,15,3672874,1876526,1796348
1984,16,3611198,1847347,1763851
1984,17,3715408,1902548,1812860
1984,18,3765596,1914222,1851374
1984,19,4165555,2102844,2062711
1984,20,4298672,2174402,2124270
1984,21,4268470,2153429,2115041
1984,22,4269317,2150675,2118642
1984,23,4342912,2180344,2162568
1984,24,4350012,2183804,2166208
1984,25,4368689,2189331,2179358
1984,26,4356026,2181376,2174650
1984,27,4379658,2190884,2188774
1984,28,4039434,2015327,2024107
1984,29,4314856,2157255,2157601
1984,30,4165848,2073032,2092816
1984,31,3963294,1967159,1996135
1984,32,3880341,1925884,1954457
1984,33,3754734,1853687,1901047
1984,34,3738873,1855953,1882920
1984,35,3686870,1820993,1865877
1984,36,3599824,1774095,1825729
1984,37,3877251,1906794,1970457
1984,38,2732807,1341576,1391231
1984,39,2970607,1463703,1506904
1984,40,2959597,1452591,1507006
1984,41,3021149,1484029,1537120
1984,42,2678800,1315985,1362815
1984,43,2520262,1232628,1287634
1984,44,2455766,1204999,1250767
1984,45,2384491,1167637,1216854
1984,46,2355339,1150314,1205025
1984,47,2280841,1112044,1168797
1984,48,2138406,1042828,1095578
1984,49,2269706,1109661,1160045
1984,50,2168538,1050865,1117673
1984,51,2096579,1014988,1081591
1984,52,2151393,1037068,1114325
1984,53,2239807,1079508,1160299
1984,54,2300323,1110140,1190183
1984,55,2253413,1076693,1176720
1984,56,2303064,1097101,1205963
1984,57,2310387,1091905,1218482
1984,58,2182467,1024643,1157824
1984,59,2302210,1077295,1224915
1984,60,2272133,1056018,1216115
1984,61,2172234,1009979,1162255
1984,62,2169523,1007339,1162184
1984,63,2128609,992613,1135996
1984,64,2060127,948390,1111737
1984,65,1973045,898438,1074607
1984,66,1923108,870571,1052537
1984,67,1861062,831355,1029707
1984,68,1736303,766951,969352
1984,69,1720868,745870,974998
1984,70,1634566,702755,931811
1984,71,1568973,667056,901917
1984,72,1479114,621567,857547
1984,73,1389518,575846,813672
1984,74,1340032,544936,795096
1984,75,1250315,501616,748699
1984,76,1154191,452940,701251
1984,77,1075430,412498,662932
1984,78,986823,371677,615146
1984,79,907254,334281,572973
1984,80,806129,289391,516738
1984,81,718086,250579,467507
1984,82,643113,221582,421531
1984,83,585654,196646,389008
1984,84,529282,172718,356564
1984,85,460979,146985,313994
1984,86,394823,122214,272609
1984,87,337493,100740,236753
1984,88,279082,80274,198808
1984,89,249640,70635,179005
1984,90,200084,55584,144500
1984,91,161218,43079,118139
1984,92,131898,34842,97056
1984,93,106345,27968,78377
1984,94,81920,20903,61017
1984,95,57934,13897,44037
1984,96,42333,10052,32281
1984,97,31405,7538,23867
1984,98,21781,5103,16678
1984,99,15958,3785,12173
1984,100,21748,3243,18505
1985,0,3678641,1882257,1796384
1985,1,3476794,1779251,1697543
1985,2,3551533,1817388,1734145
1985,3,3566160,1822821,1743339
1985,4,3568493,1825241,1743252
1985,5,3517699,1798198,1719501
1985,6,3398444,1737754,1660690
1985,7,3333327,1705710,1627617
1985,8,3197941,1639115,1558826
