title,year,runtime,maturity_rating,genre,box_office,rating_imdb,metascore,awards
The Shaggy Dog,2006,98,PG,Family,61.1,4.4,43,0
The Texas Chainsaw Massacre: The Beginning,2006,91,R,Horror,39.5,5.8,30,0
The TV Set,2006,88,R,Comedy,0.3,6.5,65,0
The Ultimate Gift,2006,118,PG,Family,3.4,7.3,49,0
The Wedding Weekend,2006,96,R,Musical,1.2,5.7,39,0
The Wicker Man,2006,102,PG-13,Horror,23.6,3.7,36,0
The Wild,2006,95,G,Animation,37.4,5.2,47,0
Thr3e,2006,101,PG-13,Horror,1,4.9,34,0
Tristan + Isolde,2006,125,PG-13,Romance,14.7,6.8,49,0
Turistas,2006,93,R,Horror,7,5.4,36,0
Ultraviolet,2006,88,PG-13,Sci-Fi/Fantasy,18.5,4.3,18,0
Unaccompanied Minors,2006,90,PG,Family,16.7,5.3,43,0
Underworld: Evolution,2006,106,R,Sci-Fi/Fantasy,62.3,6.7,36,0
United 93,2006,111,R,Action,31.5,7.6,90,0
V for Vendetta,2006,132,R,Sci-Fi/Fantasy,70.5,8.2,62,0
Van Wilder: The Rise of Taj,2006,97,R,Comedy,4.3,4.8,21,0
Waist Deep,2006,97,R,Action,21.3,5.8,37,0
We Are Marshall,2006,131,PG,Sport,43.5,7,53,0
When a Stranger Calls,2006,87,PG-13,Horror,47.9,5.1,27,0
World Trade Center,2006,129,PG-13,Thriller,70.3,6,66,0
Wristcutters: A Love Story,2006,88,R,Sci-Fi/Fantasy,0.4,7.2,62,0
X-Men: The Last Stand,2006,104,PG-13,Sci-Fi/Fantasy,234.4,6.6,58,0
"You, Me and Dupree",2006,110,PG-13,Comedy,75.6,5.6,46,0
Zoom,2006,93,PG,Comedy,12,4.3,26,0
1408,2007,104,PG-13,Horror,72,6.8,64,0
28 Weeks Later,2007,100,R,Horror,28.6,6.9,78,0
3:10 to Yuma,2007,122,R,Action,53.6,7.7,76,0
30 Days of Night,2007,113,R,Horror,39.6,6.6,53,0
88 Minutes,2007,108,R,Mystery,17.2,5.9,17,0
A Mighty Heart,2007,108,R,Biography,9.2,6.6,74,0
Across the Universe,2007,133,PG-13,Sci-Fi/Fantasy,24.6,7.3,56,0
Aliens vs. Predator: Requiem,2007,94,R,Horror,41.8,4.6,29,0
Alvin and the Chipmunks,2007,92,PG,Animation,217.3,5.2,39,0
American Gangster,2007,157,R,Biography,130.2,7.8,76,0
Aqua Teen Hunger Force Colon Movie Film for Theaters,2007,86,R,Animation,5.5,6.6,54,0
Are We Done Yet?,2007,92,PG,Family,49.7,4.2,36,0
Atonement,2007,123,R,Romance,50.9,7.8,85,1
August Rush,2007,114,PG,Musical,31.7,7.4,38,0
Awake,2007,84,R,Mystery,14.4,6.5,33,0
Balls of Fury,2007,90,PG-13,Comedy,32.9,5.3,38,0
Battle for Terra,2007,90,PG,Animation,1.6,6.5,54,0
Battle in Seattle,2007,99,R,Action,0.2,6.6,54,0
Because I Said So,2007,102,PG-13,Comedy,42.7,5.5,26,0
Bee Movie,2007,91,PG,Animation,126.6,6.1,54,0
Before the Devil Knows You're Dead,2007,117,R,Thriller,7.1,7.3,85,0
Before the Rains,2007,98,PG-13,Romance,1,6.5,47,0
Beowulf,2007,115,PG-13,Animation,82.3,6.3,59,0
Blades of Glory,2007,93,PG-13,Comedy,118.6,6.3,64,0
Blood and Chocolate,2007,98,PG-13,Horror,3.5,5.3,33,0
Bratz,2007,110,PG,Family,10,3,21,0
Breach,2007,110,PG-13,Biography,33.2,7,74,0
Bridge to Terabithia,2007,96,PG,Family,82.3,7.2,74,0
Broken English,2007,97,PG-13,Comedy,1,6.3,61,0
Brooklyn Rules,2007,99,R,Drama,0.5,6.3,53,0
Captivity,2007,96,R,Horror,2.6,4.6,24,0
Cassandra's Dream,2007,108,PG-13,Romance,1,6.6,49,0
Chaos Theory,2007,87,PG-13,Comedy,0.2,6.6,44,0
Chapter 27,2007,84,R,Biography,0.1,5.6,32,0
Charlie Bartlett,2007,97,R,Comedy,4,6.9,54,0
Charlie Wilson's War,2007,102,R,Biography,66.7,7,67,0
Code Name: The Cleaner,2007,84,PG-13,Comedy,8.1,4.6,33,0
Control,2007,122,R,Biography,0.9,7.7,78,0
Cover,2007,98,PG-13,Thriller,0.1,5.2,30,0
Daddy Day Camp,2007,89,PG,Family,13.2,3.1,13,0
Daddy's Little Girls,2007,100,PG-13,Romance,31.4,5.7,49,0
Dan in Real Life,2007,98,PG-13,Comedy,47.6,6.8,65,0
Dead Silence,2007,89,R,Horror,16.8,6.1,34,0
Death at a Funeral,2007,90,R,Comedy,8.6,7.3,67,0
Death Sentence,2007,105,R,Action,9.5,6.7,36,0
December Boys,2007,105,PG-13,Romance,0.1,6.5,56,0
Dedication,2007,95,R,Comedy,0.1,6.6,50,0
Delta Farce,2007,90,PG-13,Comedy,8.1,3.6,17,0
Diary of the Dead,2007,95,R,Horror,1,5.6,66,0
Disturbia,2007,105,PG-13,Mystery,80.2,6.8,62,0
Eastern Promises,2007,100,R,Thriller,17.3,7.6,82,0
Elizabeth: The Golden Age,2007,114,PG-13,Biography,16.4,6.8,45,1
Enchanted,2007,107,PG,Animation,127.8,7.1,75,0
Epic Movie,2007,86,PG-13,Sci-Fi/Fantasy,39.7,2.4,17,0
Evan Almighty,2007,96,PG,Family,100.5,5.4,37,0
Evening,2007,117,PG-13,Romance,12.5,6.4,45,0
Everybody Wants to Be Italian,2007,105,R,Comedy,0.4,5.7,26,0
Fantastic 4: Rise of the Silver Surfer,2007,92,PG,Sci-Fi/Fantasy,131.9,5.6,45,0
Feast of Love,2007,97,R,Romance,3.5,6.6,51,0
Feel the Noise,2007,86,PG-13,Musical,5.9,2.9,36,0
Firehouse Dog,2007,111,PG,Family,13.9,5.5,43,0
Fly Me to the Moon 3D,2007,84,G,Animation,13.8,4.5,36,0
Fracture,2007,113,R,Thriller,39,7.2,68,0
Fred Claus,2007,116,PG,Family,72,5.6,42,0
Freedom Writers,2007,123,PG-13,Biography,36.6,7.6,64,0
Funny Games,2007,111,R,Thriller,1.3,6.5,44,0
Georgia Rule,2007,113,R,Comedy,19.1,5.8,25,0
Ghost Rider,2007,110,PG-13,Sci-Fi/Fantasy,115.8,5.2,35,0
Gone Baby Gone,2007,114,R,Mystery,20.3,7.6,72,0
Good Luck Chuck,2007,101,R,Comedy,35,5.6,19,0
Grace Is Gone,2007,85,PG-13,Drama,0.1,6.7,65,0
Gracie,2007,95,PG-13,Biography,3,6.1,52,0
Grindhouse,2007,191,R,Horror,25,7.5,77,0
Hairspray,2007,117,PG,Musical,118.9,6.7,81,0
Halloween,2007,109,R,Horror,58.3,6,47,0
Hannibal Rising,2007,121,R,Drama,27.7,6.1,35,0
Harry Potter and the Order of the Phoenix,2007,138,PG-13,Family,292.4,7.5,71,0
Hitman,2007,100,R,Action,39.7,6.2,35,0
Honeydripper,2007,124,PG-13,Drama,0.3,6.7,68,0
Hostel: Part II,2007,94,R,Horror,17.6,5.5,46,0
Hot Rod,2007,88,PG-13,Comedy,13.9,6.7,43,0
Hounddog,2007,102,R,Musical,0.1,6.2,31,0
How She Move,2007,94,PG-13,Drama,7.1,3.5,63,0
I Am Legend,2007,101,PG-13,Sci-Fi/Fantasy,256.4,7.2,65,0
I Know Who Killed Me,2007,106,R,Horror,7.5,3.6,16,0
I Now Pronounce You Chuck & Larry,2007,115,PG-13,Comedy,120.1,5.9,37,0
I Think I Love My Wife,2007,94,R,Comedy,12.6,5.5,49,0
I'm Not There,2007,135,R,Biography,4,6.8,73,0
Illegal Tender,2007,108,R,Thriller,3.1,5.4,40,0
In the Land of Women,2007,97,PG-13,Comedy,11.1,6.4,47,0
In the Name of the King: A Dungeon Siege Tale,2007,127,PG-13,Sci-Fi/Fantasy,4.8,3.8,15,0
In the Valley of Elah,2007,121,R,Mystery,6.8,7.2,65,0
Interview,2007,84,R,Drama,0.4,6.8,64,0
Into the Wild,2007,148,R,Biography,18.4,8.1,73,0
Joshua,2007,106,R,Horror,0.5,5.8,69,0
Juno,2007,96,PG-13,Comedy,143.5,7.5,81,1
Kabluey,2007,86,PG-13,Comedy,0.1,6.5,62,0
Kickin' It Old Skool,2007,109,PG-13,Comedy,4.5,4.6,18,0
King of California,2007,93,PG-13,Comedy,0.3,6.6,63,0
Knocked Up,2007,129,R,Comedy,148.8,6.9,85,0
Lars and the Real Girl,2007,106,PG-13,Comedy,6,7.3,70,0
License to Wed,2007,91,PG-13,Comedy,43.8,5.2,25,0
Lions for Lambs,2007,92,R,Mystery,15,6.2,47,0
Live Free or Die Hard,2007,128,PG-13,Action,134.5,7.1,69,0
Love in the Time of Cholera,2007,139,R,Romance,4.6,6.4,43,0
Lucky You,2007,124,PG-13,Sport,5.8,5.9,49,0
Margot at the Wedding,2007,93,R,Comedy,2,6,66,0
Married Life,2007,91,PG-13,Biography,1.5,6.2,65,0
Martian Child,2007,106,PG,Family,7.5,6.7,48,0
Meet Bill,2007,93,R,Comedy,0.1,6.2,30,0
Meet the Robinsons,2007,95,G,Animation,97.8,6.8,61,0
Michael Clayton,2007,119,R,Mystery,49,7.2,82,1
Mother of Tears,2007,102,R,Horror,0.1,5,52,0
Mr. Bean's Holiday,2007,90,G,Family,33.3,6.4,56,0
Mr. Brooks,2007,120,R,Thriller,28.5,7.3,45,0
Mr. Magorium's Wonder Emporium,2007,93,G,Family,32.1,6.2,48,0
Mr. Woodcock,2007,87,PG-13,Comedy,25.8,5.2,41,0
Music and Lyrics,2007,104,PG-13,Musical,50.6,6.5,59,0
Music Within,2007,94,R,Biography,0.2,7.2,53,0
My Blueberry Nights,2007,95,PG-13,Romance,0.9,6.6,51,0
My Name Is Bruce,2007,84,R,Horror,0.2,6.1,36,0
Nancy Drew,2007,99,PG,Family,25.7,5.9,53,0
Nanking,2007,90,R,Biography,0.2,7.7,76,0
National Treasure: Book of Secrets,2007,124,PG,Action,220,6.5,48,0
Next,2007,96,PG-13,Sci-Fi/Fantasy,18.2,6.2,42,0
No Country for Old Men,2007,122,R,Thriller,74.3,8.2,92,4
No Reservations,2007,104,PG,Comedy,43.1,6.3,50,0
Nobel Son,2007,110,R,Comedy,0.5,6.2,28,0
Norbit,2007,103,PG-13,Comedy,95.7,4.1,27,0
Ocean's Thirteen,2007,122,PG-13,Thriller,117.2,6.9,62,0
P.S. I Love You,2007,126,PG-13,Comedy,53.7,7,39,0
P2,2007,98,R,Horror,4,5.9,37,0
Paranoid Park,2007,85,R,Mystery,0.5,6.6,83,0
Paranormal Activity,2007,86,R,Horror,107.9,6.3,68,0
Pathfinder,2007,99,R,Action,10.2,5.4,29,0
Perfect Stranger,2007,109,R,Thriller,24,5.7,31,0
Persepolis,2007,96,PG-13,Animation,4.4,8,90,0
Ping Pong Playa,2007,96,PG-13,Comedy,0.1,5.9,55,0
Pirates of the Caribbean: At World's End,2007,169,PG-13,Sci-Fi/Fantasy,309.4,7.1,50,0
Premonition,2007,96,PG-13,Sci-Fi/Fantasy,47.9,5.9,29,0
Pride,2007,109,PG,Sport,7.1,6.1,55,0
Primeval,2007,93,R,Action,10.6,4.8,35,0
Ratatouille,2007,111,G,Animation,206.4,8.1,96,1
Redacted,2007,90,R,Thriller,0.1,6.1,52,0
Redline,2007,102,PG-13,Action,6.9,4,24,0
Reign Over Me,2007,124,R,Drama,19.7,7.4,61,0
Rendition,2007,122,R,Thriller,9.7,6.8,55,0
Reno 911! Miami,2007,80,R,Comedy,20.3,5.9,47,0
Reservation Road,2007,102,R,Thriller,0.1,6.6,46,0
Resident Evil: Extinction,2007,94,R,Horror,50.6,6.2,41,0
Resurrecting the Champ,2007,112,PG-13,Sport,3.2,6.7,55,0
Rocket Science,2007,101,R,Comedy,0.7,6.6,73,0
Run Fatboy Run,2007,100,PG-13,Comedy,6,6.6,48,0
Rush Hour 3,2007,91,PG-13,Comedy,140.1,6.2,44,0
Sarah Landon and the Paranormal Hour,2007,81,PG,Family,0.9,3.8,30,0
Saw IV,2007,93,R,Horror,63.3,5.9,36,0
September Dawn,2007,111,R,Romance,1.1,5.8,25,0
Shelter,2007,97,R,Sport,0.1,7.6,66,0
Shoot 'Em Up,2007,86,R,Comedy,12.8,6.6,49,0
Shooter,2007,124,R,Action,47,7.2,53,0
Shrek the Third,2007,93,PG,Animation,322.7,6.1,58,0
Silk,2007,107,R,Romance,1.1,5.8,39,0
Sleuth,2007,88,R,Mystery,0.3,6.4,49,0
Snow Angels,2007,107,R,Romance,0.4,6.8,67,0
Son of Rambow,2007,96,PG-13,Comedy,1.8,7,66,0
Spider-Man 3,2007,139,PG-13,Sci-Fi/Fantasy,336.5,6.2,59,0
Stardust,2007,127,PG-13,Family,38.6,7.6,66,0
Starting Out in the Evening,2007,111,PG-13,Romance,0.9,6.9,78,0
Stomp the Yard,2007,115,PG-13,Musical,61.4,5.3,44,0
Stuck,2007,85,R,Comedy,0.1,6.4,61,0
Sunshine,2007,107,R,Sci-Fi/Fantasy,3.7,7.2,64,0
Superbad,2007,113,R,Comedy,121.5,7.6,76,0
Surf's Up,2007,85,PG,Animation,58.9,6.7,64,0
Sweeney Todd: The Demon Barber of Fleet Street,2007,116,R,Musical,52.9,7.3,83,1
Sydney White,2007,108,PG-13,Comedy,11.9,6.1,45,0
Talk to Me,2007,118,R,Biography,4.5,7.3,69,0
Teeth,2007,94,R,Horror,0.3,5.4,57,0
The Assassination of Jesse James by the Coward Robert Ford,2007,160,R,Biography,3.9,7.5,68,0
The Band's Visit,2007,87,PG-13,Musical,3.1,7.5,80,0
The Bourne Ultimatum,2007,115,PG-13,Action,227.5,8,85,3
The Brave One,2007,122,R,Action,36.8,6.7,56,0
The Brothers Solomon,2007,93,R,Comedy,0.9,5.2,32,0
The Bucket List,2007,97,PG-13,Comedy,93.5,7.4,42,0
The Comebacks,2007,107,PG-13,Comedy,13.3,4.3,25,0
The Condemned,2007,114,R,Action,7.4,6,23,0
The Darjeeling Limited,2007,91,R,Comedy,11.9,7.2,67,0
The Final Season,2007,119,PG,Sport,1.2,6.5,43,0
The Game Plan,2007,110,PG,Family,90.6,6.1,44,0
The Golden Compass,2007,113,PG-13,Family,70.1,6.1,51,1
The Grand,2007,104,R,Comedy,0.1,5.9,57,0
The Great Debaters,2007,126,PG-13,Biography,30.2,7.5,65,0
The Hammer,2007,88,R,Comedy,0.4,7.1,57,0
The Heartbreak Kid,2007,116,R,Comedy,36.8,5.8,46,0
The Hills Have Eyes 2,2007,89,R,Horror,20.8,5.1,32,0
The Hitcher,2007,84,R,Thriller,16.5,5.6,28,0
The Hunting Party,2007,101,R,Comedy,1,6.8,54,0
The Invasion,2007,99,PG-13,Sci-Fi/Fantasy,15.1,5.9,45,0
The Invisible,2007,102,PG-13,Sci-Fi/Fantasy,20.6,6.1,36,0
The Jane Austen Book Club,2007,106,PG-13,Comedy,3.6,6.7,61,0
The Kingdom,2007,110,R,Action,47.5,7,56,0
The Kite Runner,2007,128,PG-13,Drama,15.8,7.6,61,0
The Last Mimzy,2007,90,PG,Action,21.5,6.2,59,0
The Last Sin Eater,2007,117,PG-13,Drama,0.4,5.6,37,0
The Life Before Her Eyes,2007,90,R,Sci-Fi/Fantasy,0.3,6.3,38,0
The Lookout,2007,99,R,Thriller,4.6,7,73,0
The Lucky Ones,2007,115,R,Comedy,0.3,6.9,53,0
The Messengers,2007,90,PG-13,Horror,35.4,5.3,34,0
The Mist,2007,126,R,Horror,25.6,7.1,58,0
The Nanny Diaries,2007,106,PG-13,Comedy,25.9,6.2,46,0
The Nines,2007,100,R,Sci-Fi/Fantasy,0.1,6.2,52,0
The Other End of the Line,2007,106,PG-13,Family,0.1,6.1,40,0
The Perfect Holiday,2007,96,PG,Family,5.8,4.6,32,0
The Reaping,2007,99,R,Horror,25.1,5.6,36,0
The Savages,2007,114,R,Comedy,6.6,7.1,85,0
The Seeker: The Dark Is Rising,2007,99,PG,Family,8.8,4.7,38,0
The Signal,2007,103,R,Horror,0.3,6,63,0
The Simpsons Movie,2007,87,PG-13,Animation,183.1,7.3,80,0
The Ten,2007,96,R,Comedy,0.8,4.9,50,0
The Ten Commandments,2007,88,PG,Animation,1,2.9,25,0
The Visitor,2007,104,PG-13,Drama,9.4,7.6,79,0
The Walker,2007,108,R,Mystery,0.1,5.8,51,0
Then She Found Me,2007,100,R,Comedy,3.7,5.9,56,0
There Will Be Blood,2007,158,R,Drama,40.2,8.2,93,2
Things We Lost in the Fire,2007,118,R,Drama,3.3,7.1,63,0
This Christmas,2007,119,PG-13,Comedy,49.1,6.3,63,0
TMNT,2007,87,PG,Animation,54.1,6.2,41,0
Towelhead,2007,124,R,Drama,0.4,6.9,57,0
Trade,2007,120,R,Thriller,0.2,7.3,42,0
Transformers,2007,144,PG-13,Sci-Fi/Fantasy,319.2,7,61,0
Tyler Perry's Why Did I Get Married?,2007,113,PG-13,Comedy,55.2,5.8,54,0
Under the Same Moon,2007,106,PG-13,Drama,12.6,7.2,59,0
Underdog,2007,100,PG,Comedy,43.8,4.7,37,0
Vacancy,2007,85,R,Horror,19.4,6.2,54,0
Waitress,2007,108,PG-13,Comedy,19.1,7,75,0
Walk Hard: The Dewey Cox Story,2007,96,R,Musical,18.3,6.8,63,0
War,2007,103,R,Action,22.5,6.2,36,0
We Own the Night,2007,117,R,Action,28.6,6.8,59,0
What We Do Is Secret,2007,92,R,Biography,0.1,6.3,54,0
Who's Your Caddy?,2007,93,PG-13,Comedy,5.7,2.2,18,0
Wild Hogs,2007,100,PG-13,Comedy,168.3,5.8,27,0
Year of the Dog,2007,97,PG-13,Comedy,1.5,6,70,0
You Kill Me,2007,93,R,Comedy,2.4,6.4,64,0
Youth Without Youth,2007,124,R,Sci-Fi/Fantasy,0.2,6.1,43,0
Zodiac,2007,157,R,Mystery,33.1,7.7,78,0
"10,000 BC",2008,109,PG-13,Action,94.8,5.1,34,0
21,2008,123,PG-13,Drama,81.2,6.8,48,0
27 Dresses,2008,111,PG-13,Comedy,76.8,6.1,47,0
American Violet,2008,103,PG-13,Drama,0.6,6.9,56,0
Appaloosa,2008,115,R,Action,20.2,6.7,64,0
Australia,2008,165,PG-13,Romance,49.6,6.6,53,0
Baby Mama,2008,99,PG-13,Comedy,60.5,6,55,0
Babylon A.D.,2008,90,PG-13,Sci-Fi/Fantasy,22.5,5.5,26,0
Baghead,2008,84,R,Horror,0.1,6,62,0
Bangkok Dangerous,2008,99,R,Action,15.3,5.3,24,0
Bart Got a Room,2008,80,PG-13,Comedy,0.1,5.7,57,0
Be Kind Rewind,2008,102,PG-13,Comedy,11.2,6.4,52,0
Bedtime Stories,2008,99,PG,Family,110.1,6,33,0
Beverly Hills Chihuahua,2008,91,PG,Comedy,94.5,3.9,41,0
Big Fat Important Movie,2008,83,PG-13,Sci-Fi/Fantasy,7,4.1,20,0
Body of Lies,2008,128,R,Action,39.4,7,57,0
Bolt,2008,96,PG,Animation,114.1,6.8,67,0
Bottle Shock,2008,110,PG-13,Comedy,4.1,6.8,56,0
Brideshead Revisited,2008,134,PG-13,Romance,6.4,6.6,64,0
Burn After Reading,2008,96,R,Comedy,60.4,7,63,0
Cadillac Records,2008,109,R,Biography,8.2,7,65,0
Changeling,2008,141,R,Biography,35.7,7.8,63,0
Choke,2008,92,R,Comedy,2.9,6.4,47,0
City of Ember,2008,90,PG,Family,7.9,6.4,58,0
Cloverfield,2008,85,PG-13,Horror,80,7,64,0
College,2008,94,R,Comedy,4.7,4.5,15,0
College Road Trip,2008,83,G,Comedy,45.6,4.3,36,0
Deal,2008,85,PG-13,Comedy,0.1,5.3,35,0
Death Race,2008,105,R,Sci-Fi/Fantasy,36.3,6.4,43,0
Deception,2008,107,R,Mystery,4.6,6,31,0
Defiance,2008,137,R,Action,28.6,7.1,58,0
"Definitely, Maybe",2008,112,PG-13,Comedy,32.2,7.1,59,0
Delgo,2008,94,PG,Animation,0.7,4.3,27,0
Disaster Movie,2008,87,PG-13,Sci-Fi/Fantasy,14.2,1.9,15,0
Doomsday,2008,113,R,Sci-Fi/Fantasy,11,5.9,51,0
Doubt,2008,104,PG-13,Mystery,33.4,7.5,68,0
Drillbit Taylor,2008,110,PG-13,Comedy,32.9,5.7,41,0
Eagle Eye,2008,118,PG-13,Action,101.4,6.6,43,0
Elegy,2008,112,R,Romance,3.6,6.7,66,0
Finding Amanda,2008,96,R,Comedy,0.1,5.5,51,0
Fireflies in the Garden,2008,99,R,Drama,0.1,6.4,34,0
Fireproof,2008,122,PG,Sci-Fi/Fantasy,33.5,6.4,28,0
First Sunday,2008,98,PG-13,Comedy,37.9,4.5,41,0
Flash of Genius,2008,119,PG-13,Biography,4.4,7,57,0
Fool's Gold,2008,112,PG-13,Comedy,70.2,5.7,29,0
Forever Strong,2008,112,PG-13,Sport,0.7,7.1,37,0
Forgetting Sarah Marshall,2008,111,R,Comedy,63.2,7.1,67,0
Four Christmases,2008,88,PG-13,Comedy,120.1,5.7,41,0
Frost/Nixon,2008,122,R,Biography,18.6,7.7,80,0
Frozen River,2008,97,R,Drama,2.5,7.1,82,0
Get Smart,2008,110,PG-13,Comedy,130.3,6.5,54,0
Ghost Town,2008,102,PG-13,Sci-Fi/Fantasy,13.4,6.7,72,0
Gigantic,2008,98,R,Comedy,0.1,6,38,0
Goodbye Solo,2008,91,R,Drama,0.9,7.3,89,0
Gran Torino,2008,116,R,Drama,148.1,8.1,72,0
Hamlet 2,2008,92,R,Musical,4.9,6.3,54,0
Hancock,2008,92,PG-13,Sci-Fi/Fantasy,227.9,6.4,49,0
Harold & Kumar Escape from Guantanamo Bay,2008,114,R,Comedy,38.1,6.5,57,0
Hell Ride,2008,84,R,Action,0.2,5,25,0
Hellboy II: The Golden Army,2008,120,PG-13,Sci-Fi/Fantasy,76,7,78,0
Henry Poole Is Here,2008,99,PG,Comedy,1.8,6.4,44,0
High School Musical 3: Senior Year,2008,112,G,Family,90.6,4.8,57,0
Horton Hears a Who!,2008,86,G,Animation,154.5,6.8,71,0
House,2008,88,R,Horror,0.6,4.5,24,0
Humboldt County,2008,97,R,Comedy,0.1,6.2,54,0
Igor,2008,87,PG,Animation,19.5,5.9,40,0
In Bruges,2008,107,R,Comedy,7.8,7.9,67,0
Indiana Jones and the Kingdom of the Crystal Skull,2008,122,PG-13,Action,317.1,6.1,65,0
Inkheart,2008,106,PG,Family,17.3,6.1,49,0
Iron Man,2008,126,PG-13,Sci-Fi/Fantasy,319,7.9,79,0
Journey to the Center of the Earth,2008,93,PG,Family,101.7,5.8,57,0
Julia,2008,144,R,Thriller,0.1,7,62,0
Jumper,2008,88,PG-13,Sci-Fi/Fantasy,80.2,6.1,35,0
Kit Kittredge: An American Girl,2008,101,G,Family,17.7,6.5,63,0
Kung Fu Panda,2008,92,PG,Animation,215.8,7.6,74,0
Lakeview Terrace,2008,110,PG-13,Thriller,39.3,6.1,47,0
Last Chance Harvey,2008,93,PG-13,Romance,14.9,6.6,57,0
Leatherheads,2008,114,PG-13,Comedy,31.4,6,56,0
"Lovely, Still",2008,92,PG,Romance,0.1,7,57,0
Lymelife,2008,95,R,Comedy,0.4,6.8,64,0
Mad Money,2008,104,PG-13,Comedy,20.7,5.8,41,0
Madagascar: Escape 2 Africa,2008,89,PG,Animation,180,6.6,61,0
Made of Honor,2008,101,PG-13,Comedy,46,5.8,37,0
Mamma Mia!,2008,108,PG-13,Musical,144.2,6.4,51,0
Management,2008,94,R,Comedy,0.9,5.8,50,0
Marley & Me,2008,111,PG,Family,143.2,7,53,0
Max Payne,2008,100,PG-13,Action,40.7,5.3,31,0
Me and Orson Welles,2008,114,PG-13,Comedy,1.2,6.7,73,0
Meet Dave,2008,90,PG,Family,11.8,5,43,0
Meet the Browns,2008,100,PG-13,Comedy,42,4.3,45,0
Meet the Spartans,2008,87,PG-13,Sci-Fi/Fantasy,38.2,2.8,9,0
Milk,2008,128,R,Biography,31.8,7.5,83,2
Miracle at St. Anna,2008,160,R,Action,7.9,6.1,37,0
Mirrors,2008,110,R,Horror,30.7,6.1,35,0
Miss Pettigrew Lives for a Day,2008,92,PG-13,Comedy,12.3,7,63,0
My Best Friend's Girl,2008,101,R,Comedy,19.2,5.8,34,0
Never Back Down,2008,113,PG-13,Sport,24.9,6.5,39,0
"New York, I Love You",2008,103,R,Comedy,1.6,6.2,49,0
Nick and Norah's Infinite Playlist,2008,90,PG-13,Musical,31.5,6.6,64,0
Nights in Rodanthe,2008,97,PG-13,Romance,41.9,6,39,0
Nim's Island,2008,96,PG,Comedy,48,6,55,0
Nothing Like the Holidays,2008,98,PG-13,Comedy,7.5,6.1,50,0
One Missed Call,2008,87,PG-13,Horror,26.9,4,24,0
Outlander,2008,115,R,Sci-Fi/Fantasy,0.2,6.2,40,0
Over Her Dead Body,2008,95,PG-13,Sci-Fi/Fantasy,7.6,5.2,30,0
Passengers,2008,93,PG-13,Romance,0.3,5.8,40,0
Pathology,2008,95,R,Thriller,0.1,5.9,55,0
Phoebe in Wonderland,2008,96,PG-13,Drama,0.1,7,56,0
Pineapple Express,2008,111,R,Comedy,87.3,6.9,64,0
Pride and Glory,2008,130,R,Thriller,15.7,6.6,45,0
Prom Night,2008,88,PG-13,Horror,43.9,3.9,17,0
Punisher: War Zone,2008,103,R,Action,8.1,5.9,30,0
Quantum of Solace,2008,106,PG-13,Action,168.4,6.6,58,0
Quarantine,2008,89,R,Horror,31.7,5.9,53,0
Rachel Getting Married,2008,113,R,Romance,12.8,6.7,82,0
Rambo,2008,92,R,Action,42.8,7,46,0
Redbelt,2008,99,R,Sport,2.3,6.7,69,0
Repo! The Genetic Opera,2008,98,R,Musical,0.1,6.4,32,0
Revolutionary Road,2008,119,R,Romance,22.9,7.3,69,0
Righteous Kill,2008,101,R,Thriller,40.1,6,36,0
RocknRolla,2008,114,R,Action,5.7,7.2,53,0
Role Models,2008,99,R,Comedy,67.3,6.8,61,0
Saw V,2008,92,R,Horror,56.7,5.8,20,0
Semi-Pro,2008,91,R,Comedy,33.5,5.8,47,0
Seven Pounds,2008,123,PG-13,Drama,70,7.6,36,0
Sex and the City,2008,145,R,Comedy,152.6,5.6,53,0
Sex Drive,2008,109,R,Comedy,8.4,6.5,49,0
Shorts,2008,89,PG,Family,20.9,4.7,53,0
Shutter,2008,85,PG-13,Horror,25.9,5.2,37,0
Sleep Dealer,2008,90,PG-13,Sci-Fi/Fantasy,0.1,6,59,0
Sleepwalking,2008,101,R,Drama,0.2,6.1,40,0
Slumdog Millionaire,2008,120,R,Romance,141.3,8,84,8
Smart People,2008,95,R,Comedy,9.5,6.1,57,0
Soul Men,2008,100,R,Musical,12.1,6.4,49,0
Space Chimps,2008,81,G,Animation,30.1,4.5,36,0
Speed Racer,2008,135,PG,Comedy,43.9,6,37,0
Star Wars: The Clone Wars,2008,98,PG,Animation,35.2,5.9,35,0
Step Brothers,2008,98,R,Comedy,100.5,6.9,51,0
Step Up 2: The Streets,2008,98,PG-13,Musical,58,6.2,50,0
Stop-Loss,2008,112,R,Drama,10.9,6.4,61,0
Strange Wilderness,2008,87,R,Comedy,6.6,5.2,12,0
Street Kings,2008,109,R,Action,26.4,6.8,55,0
Sugar,2008,114,R,Sport,1.1,7.2,82,0
Sunshine Cleaning,2008,91,R,Comedy,12.1,6.8,61,0
"Surfer, Dude",2008,85,R,Comedy,0.1,4.6,16,0
Swing Vote,2008,120,PG-13,Comedy,16.3,6.1,47,0
"Synecdoche, New York",2008,124,R,Drama,3.1,7.5,67,0
Taken,2008,90,PG-13,Action,145,7.8,51,0
The Bank Job,2008,111,R,Thriller,30.1,7.2,69,0
The Boy in the Striped Pajamas,2008,94,PG-13,Drama,9,7.7,55,0
The Brothers Bloom,2008,114,PG-13,Comedy,3.5,6.7,55,0
The Burning Plain,2008,107,R,Romance,0.2,6.8,45,0
