jurisdiction,year,era,week,week_ending_date,average_wk_deaths,n,n_diff,pct_diff
Alabama,2015,FALSE,1,2015-01-10,1118.6,1139,20.40000000000009,1.791044776119411
Alabama,2015,FALSE,2,2015-01-17,1140.8,1140,-0.7999999999999545,-0.07017543859648724
Alabama,2015,FALSE,3,2015-01-24,1101.8,1043,-58.799999999999955,-5.637583892617445
Alabama,2015,FALSE,4,2015-01-31,1094.2,1076,-18.200000000000045,-1.6914498141263983
Alabama,2015,FALSE,5,2015-02-07,1098.2,1110,11.799999999999955,1.0630630630630589
Alabama,2015,FALSE,6,2015-02-14,1099.4,1070,-29.40000000000009,-2.7476635514018777
Alabama,2015,FALSE,7,2015-02-21,1088,1067,-21,-1.9681349578256795
Alabama,2015,FALSE,8,2015-02-28,1065.2,1102,36.799999999999955,3.339382940108889
Alabama,2015,FALSE,9,2015-03-07,1065.8,1207,141.20000000000005,11.69842584921293
Alabama,2015,FALSE,10,2015-03-14,1053.8,1103,49.200000000000045,4.460562103354492
Alabama,2015,FALSE,11,2015-03-21,1051.2,1004,-47.200000000000045,-4.701195219123511
Alabama,2015,FALSE,12,2015-03-28,1011.4,984,-27.399999999999977,-2.784552845528453
Alabama,2015,FALSE,13,2015-04-04,995.8,955,-40.799999999999955,-4.272251308900519
Alabama,2015,FALSE,14,2015-04-11,1014.2,975,-39.200000000000045,-4.020512820512826
Alabama,2015,FALSE,15,2015-04-18,984,904,-80,-8.849557522123893
Alabama,2015,FALSE,16,2015-04-25,992.6,1000,7.399999999999977,0.7399999999999977
Alabama,2015,FALSE,17,2015-05-02,991.4,983,-8.399999999999977,-0.8545269582909437
Alabama,2015,FALSE,18,2015-05-09,971.8,920,-51.799999999999955,-5.630434782608691
Alabama,2015,FALSE,19,2015-05-16,978.4,924,-54.39999999999998,-5.887445887445885
Alabama,2015,FALSE,20,2015-05-23,965.6,911,-54.60000000000002,-5.993413830954997
Alabama,2015,FALSE,21,2015-05-30,958,912,-46,-5.0438596491228065
Alabama,2015,FALSE,22,2015-06-06,955.6,901,-54.60000000000002,-6.059933407325197
Alabama,2015,FALSE,23,2015-06-13,979.4,906,-73.39999999999998,-8.101545253863133
Alabama,2015,FALSE,24,2015-06-20,924.8,903,-21.799999999999955,-2.414174972314502
Alabama,2015,FALSE,25,2015-06-27,966.4,931,-35.39999999999998,-3.802363050483349
Alabama,2015,FALSE,26,2015-07-04,920.2,906,-14.200000000000045,-1.567328918322301
Alabama,2015,FALSE,27,2015-07-11,956.8,927,-29.799999999999955,-3.214670981661268
Alabama,2015,FALSE,28,2015-07-18,972.8,919,-53.799999999999955,-5.854189336235033
Alabama,2015,FALSE,29,2015-07-25,946.4,920,-26.399999999999977,-2.869565217391302
Alabama,2015,FALSE,30,2015-08-01,925.6,903,-22.600000000000023,-2.5027685492801797
Alabama,2015,FALSE,31,2015-08-08,944.2,911,-33.200000000000045,-3.6443468715697085
Alabama,2015,FALSE,32,2015-08-15,956.8,961,4.2000000000000455,0.4370447450572368
Alabama,2015,FALSE,33,2015-08-22,938.6,866,-72.60000000000002,-8.383371824480372
Alabama,2015,FALSE,34,2015-08-29,932,920,-12,-1.3043478260869565
Alabama,2015,FALSE,35,2015-09-05,942.8,932,-10.799999999999955,-1.1587982832617976
Alabama,2015,FALSE,36,2015-09-12,957.4,963,5.600000000000023,0.5815160955347896
Alabama,2015,FALSE,37,2015-09-19,946.8,908,-38.799999999999955,-4.273127753303959
Alabama,2015,FALSE,38,2015-09-26,962.6,951,-11.600000000000023,-1.2197686645636197
Alabama,2015,FALSE,39,2015-10-03,962.6,896,-66.60000000000002,-7.433035714285717
Alabama,2015,FALSE,40,2015-10-10,954.6,964,9.399999999999977,0.9751037344398316
Alabama,2015,FALSE,41,2015-10-17,935.8,869,-66.79999999999995,-7.686996547756037
Alabama,2015,FALSE,42,2015-10-24,963.8,966,2.2000000000000455,0.2277432712215368
Alabama,2015,FALSE,43,2015-10-31,966.8,958,-8.799999999999955,-0.9185803757828762
Alabama,2015,FALSE,44,2015-11-07,936.4,872,-64.39999999999998,-7.385321100917428
Alabama,2015,FALSE,45,2015-11-14,992.8,938,-54.799999999999955,-5.842217484008524
Alabama,2015,FALSE,46,2015-11-21,1024.6,1010,-14.599999999999909,-1.4455445544554366
Alabama,2015,FALSE,47,2015-11-28,1017.8,1003,-14.799999999999955,-1.475573280159517
Alabama,2015,FALSE,48,2015-12-05,1031,968,-63,-6.508264462809918
Alabama,2015,FALSE,49,2015-12-12,1053.6,1022,-31.59999999999991,-3.091976516634042
Alabama,2015,FALSE,50,2015-12-19,1058.4,989,-69.40000000000009,-7.0171890798786745
Alabama,2015,FALSE,51,2015-12-26,1100.4,1066,-34.40000000000009,-3.2270168855534798
Alabama,2015,FALSE,52,2016-01-02,1057.2,983,-74.20000000000005,-7.548321464903361
Alabama,2016,FALSE,1,2016-01-09,1118.6,1008,-110.59999999999991,-10.972222222222214
Alabama,2016,FALSE,2,2016-01-16,1140.8,1043,-97.79999999999995,-9.376797698945346
Alabama,2016,FALSE,3,2016-01-23,1101.8,1029,-72.79999999999995,-7.0748299319727845
Alabama,2016,FALSE,4,2016-01-30,1094.2,1020,-74.20000000000005,-7.274509803921574
Alabama,2016,FALSE,5,2016-02-06,1098.2,1103,4.7999999999999545,0.43517679057116543
Alabama,2016,FALSE,6,2016-02-13,1099.4,1098,-1.400000000000091,-0.12750455373407021
Alabama,2016,FALSE,7,2016-02-20,1088,1114,26,2.333931777378815
Alabama,2016,FALSE,8,2016-02-27,1065.2,962,-103.20000000000005,-10.727650727650733
Alabama,2016,FALSE,9,2016-03-05,1065.8,1006,-59.799999999999955,-5.944333996023852
Alabama,2016,FALSE,10,2016-03-12,1053.8,1035,-18.799999999999955,-1.8164251207729423
Alabama,2016,FALSE,11,2016-03-19,1051.2,1009,-42.200000000000045,-4.182358771060461
Alabama,2016,FALSE,12,2016-03-26,1011.4,1001,-10.399999999999977,-1.0389610389610366
Alabama,2016,FALSE,13,2016-04-02,995.8,960,-35.799999999999955,-3.729166666666662
Alabama,2016,FALSE,14,2016-04-09,1014.2,1003,-11.200000000000045,-1.1166500498504532
Alabama,2016,FALSE,15,2016-04-16,984,942,-42,-4.45859872611465
Alabama,2016,FALSE,16,2016-04-23,992.6,1011,18.399999999999977,1.819980217606328
Alabama,2016,FALSE,17,2016-04-30,991.4,966,-25.399999999999977,-2.6293995859213224
Alabama,2016,FALSE,18,2016-05-07,971.8,963,-8.799999999999955,-0.9138110072689465
Alabama,2016,FALSE,19,2016-05-14,978.4,945,-33.39999999999998,-3.5343915343915318
Alabama,2016,FALSE,20,2016-05-21,965.6,918,-47.60000000000002,-5.185185185185188
Alabama,2016,FALSE,21,2016-05-28,958,940,-18,-1.9148936170212765
Alabama,2016,FALSE,22,2016-06-04,955.6,954,-1.6000000000000227,-0.16771488469601914
Alabama,2016,FALSE,23,2016-06-11,979.4,967,-12.399999999999977,-1.2823164426059956
Alabama,2016,FALSE,24,2016-06-18,924.8,877,-47.799999999999955,-5.45039908779931
Alabama,2016,FALSE,25,2016-06-25,966.4,979,12.600000000000023,1.287027579162413
Alabama,2016,FALSE,26,2016-07-02,920.2,903,-17.200000000000045,-1.9047619047619098
Alabama,2016,FALSE,27,2016-07-09,956.8,903,-53.799999999999955,-5.957918050941301
Alabama,2016,FALSE,28,2016-07-16,972.8,965,-7.7999999999999545,-0.8082901554404097
Alabama,2016,FALSE,29,2016-07-23,946.4,927,-19.399999999999977,-2.0927723840345176
Alabama,2016,FALSE,30,2016-07-30,925.6,927,1.3999999999999773,0.1510248112189835
Alabama,2016,FALSE,31,2016-08-06,944.2,918,-26.200000000000045,-2.8540305010893294
Alabama,2016,FALSE,32,2016-08-13,956.8,921,-35.799999999999955,-3.8870792616720906
Alabama,2016,FALSE,33,2016-08-20,938.6,979,40.39999999999998,4.126659856996933
Alabama,2016,FALSE,34,2016-08-27,932,942,10,1.0615711252653928
Alabama,2016,FALSE,35,2016-09-03,942.8,918,-24.799999999999955,-2.701525054466226
Alabama,2016,FALSE,36,2016-09-10,957.4,911,-46.39999999999998,-5.093304061470909
Alabama,2016,FALSE,37,2016-09-17,946.8,947,0.20000000000004547,0.02111932418163099
Alabama,2016,FALSE,38,2016-09-24,962.6,986,23.399999999999977,2.373225152129815
Alabama,2016,FALSE,39,2016-10-01,962.6,939,-23.600000000000023,-2.5133120340788095
Alabama,2016,FALSE,40,2016-10-08,954.6,958,3.3999999999999773,0.35490605427974714
Alabama,2016,FALSE,41,2016-10-15,935.8,973,37.200000000000045,3.8232271325796554
Alabama,2016,FALSE,42,2016-10-22,963.8,907,-56.799999999999955,-6.262403528114659
Alabama,2016,FALSE,43,2016-10-29,966.8,964,-2.7999999999999545,-0.290456431535265
Alabama,2016,FALSE,44,2016-11-05,936.4,952,15.600000000000023,1.6386554621848766
Alabama,2016,FALSE,45,2016-11-12,992.8,1028,35.200000000000045,3.4241245136186818
Alabama,2016,FALSE,46,2016-11-19,1024.6,1004,-20.59999999999991,-2.0517928286852496
Alabama,2016,FALSE,47,2016-11-26,1017.8,1029,11.200000000000045,1.0884353741496644
Alabama,2016,FALSE,48,2016-12-03,1031,1032,1,0.09689922480620156
Alabama,2016,FALSE,49,2016-12-10,1053.6,1057,3.400000000000091,0.321665089877019
Alabama,2016,FALSE,50,2016-12-17,1058.4,1049,-9.400000000000091,-0.8960915157292746
Alabama,2016,FALSE,51,2016-12-24,1100.4,1134,33.59999999999991,2.9629629629629552
Alabama,2016,FALSE,52,2016-12-31,1057.2,1104,46.799999999999955,4.239130434782604
Alabama,2017,FALSE,1,2017-01-07,1118.6,1121,2.400000000000091,0.21409455842998135
Alabama,2017,FALSE,2,2017-01-14,1140.8,1130,-10.799999999999955,-0.9557522123893766
Alabama,2017,FALSE,3,2017-01-21,1101.8,1048,-53.799999999999955,-5.133587786259538
Alabama,2017,FALSE,4,2017-01-28,1094.2,1026,-68.20000000000005,-6.647173489278757
Alabama,2017,FALSE,5,2017-02-04,1098.2,1036,-62.200000000000045,-6.003861003861008
Alabama,2017,FALSE,6,2017-02-11,1099.4,1057,-42.40000000000009,-4.0113528855250795
Alabama,2017,FALSE,7,2017-02-18,1088,1060,-28,-2.6415094339622645
Alabama,2017,FALSE,8,2017-02-25,1065.2,1099,33.799999999999955,3.0755232029117336
Alabama,2017,FALSE,9,2017-03-04,1065.8,1081,15.200000000000045,1.4061054579093475
Alabama,2017,FALSE,10,2017-03-11,1053.8,1011,-42.799999999999955,-4.233432245301677
Alabama,2017,FALSE,11,2017-03-18,1051.2,1067,15.799999999999955,1.480787253983126
Alabama,2017,FALSE,12,2017-03-25,1011.4,1068,56.60000000000002,5.299625468164796
Alabama,2017,FALSE,13,2017-04-01,995.8,991,-4.7999999999999545,-0.4843592330978763
Alabama,2017,FALSE,14,2017-04-08,1014.2,1037,22.799999999999955,2.1986499517839877
Alabama,2017,FALSE,15,2017-04-15,984,1017,33,3.2448377581120944
Alabama,2017,FALSE,16,2017-04-22,992.6,966,-26.600000000000023,-2.7536231884057996
Alabama,2017,FALSE,17,2017-04-29,991.4,995,3.6000000000000227,0.36180904522613294
Alabama,2017,FALSE,18,2017-05-06,971.8,907,-64.79999999999995,-7.144432194046302
Alabama,2017,FALSE,19,2017-05-13,978.4,1064,85.60000000000002,8.04511278195489
Alabama,2017,FALSE,20,2017-05-20,965.6,998,32.39999999999998,3.246492985971942
Alabama,2017,FALSE,21,2017-05-27,958,988,30,3.0364372469635628
Alabama,2017,FALSE,22,2017-06-03,955.6,924,-31.600000000000023,-3.419913419913422
Alabama,2017,FALSE,23,2017-06-10,979.4,984,4.600000000000023,0.46747967479675034
Alabama,2017,FALSE,24,2017-06-17,924.8,918,-6.7999999999999545,-0.7407407407407358
Alabama,2017,FALSE,25,2017-06-24,966.4,961,-5.399999999999977,-0.5619146722164389
Alabama,2017,FALSE,26,2017-07-01,920.2,925,4.7999999999999545,0.5189189189189141
Alabama,2017,FALSE,27,2017-07-08,956.8,954,-2.7999999999999545,-0.2935010482180246
Alabama,2017,FALSE,28,2017-07-15,972.8,968,-4.7999999999999545,-0.49586776859503656
Alabama,2017,FALSE,29,2017-07-22,946.4,964,17.600000000000023,1.8257261410788403
Alabama,2017,FALSE,30,2017-07-29,925.6,888,-37.60000000000002,-4.234234234234237
Alabama,2017,FALSE,31,2017-08-05,944.2,949,4.7999999999999545,0.5057955742887201
Alabama,2017,FALSE,32,2017-08-12,956.8,935,-21.799999999999955,-2.3315508021390325
Alabama,2017,FALSE,33,2017-08-19,938.6,933,-5.600000000000023,-0.6002143622722426
Alabama,2017,FALSE,34,2017-08-26,932,916,-16,-1.7467248908296942
Alabama,2017,FALSE,35,2017-09-02,942.8,953,10.200000000000045,1.0703043022035725
Alabama,2017,FALSE,36,2017-09-09,957.4,960,2.6000000000000227,0.2708333333333357
Alabama,2017,FALSE,37,2017-09-16,946.8,968,21.200000000000045,2.1900826446281036
Alabama,2017,FALSE,38,2017-09-23,962.6,995,32.39999999999998,3.2562814070351735
Alabama,2017,FALSE,39,2017-09-30,962.6,1019,56.39999999999998,5.534838076545631
Alabama,2017,FALSE,40,2017-10-07,954.6,948,-6.600000000000023,-0.696202531645572
Alabama,2017,FALSE,41,2017-10-14,935.8,986,50.200000000000045,5.091277890466536
Alabama,2017,FALSE,42,2017-10-21,963.8,965,1.2000000000000455,0.12435233160622233
Alabama,2017,FALSE,43,2017-10-28,966.8,941,-25.799999999999955,-2.741764080765139
Alabama,2017,FALSE,44,2017-11-04,936.4,994,57.60000000000002,5.7947686116700226
Alabama,2017,FALSE,45,2017-11-11,992.8,994,1.2000000000000455,0.12072434607646332
Alabama,2017,FALSE,46,2017-11-18,1024.6,982,-42.59999999999991,-4.338085539714858
Alabama,2017,FALSE,47,2017-11-25,1017.8,1004,-13.799999999999955,-1.374501992031868
Alabama,2017,FALSE,48,2017-12-02,1031,1067,36,3.373945641986879
Alabama,2017,FALSE,49,2017-12-09,1053.6,1074,20.40000000000009,1.8994413407821313
Alabama,2017,FALSE,50,2017-12-16,1058.4,1120,61.59999999999991,5.499999999999992
Alabama,2017,FALSE,51,2017-12-23,1100.4,1096,-4.400000000000091,-0.4014598540146069
Alabama,2017,FALSE,52,2017-12-30,1057.2,1080,22.799999999999955,2.111111111111107
Alabama,2018,FALSE,1,2018-01-06,1118.6,1248,129.4000000000001,10.368589743589752
Alabama,2018,FALSE,2,2018-01-13,1140.8,1301,160.20000000000005,12.313604919292855
Alabama,2018,FALSE,3,2018-01-20,1101.8,1275,173.20000000000005,13.5843137254902
Alabama,2018,FALSE,4,2018-01-27,1094.2,1286,191.79999999999995,14.914463452566093
Alabama,2018,FALSE,5,2018-02-03,1098.2,1147,48.799999999999955,4.25457715780296
Alabama,2018,FALSE,6,2018-02-10,1099.4,1180,80.59999999999991,6.830508474576264
Alabama,2018,FALSE,7,2018-02-17,1088,1096,8,0.7299270072992701
Alabama,2018,FALSE,8,2018-02-24,1065.2,1099,33.799999999999955,3.0755232029117336
Alabama,2018,FALSE,9,2018-03-03,1065.8,985,-80.79999999999995,-8.203045685279184
Alabama,2018,FALSE,10,2018-03-10,1053.8,1059,5.2000000000000455,0.4910292728989656
Alabama,2018,FALSE,11,2018-03-17,1051.2,1086,34.799999999999955,3.2044198895027582
Alabama,2018,FALSE,12,2018-03-24,1011.4,992,-19.399999999999977,-1.9556451612903203
Alabama,2018,FALSE,13,2018-03-31,995.8,995,-0.7999999999999545,-0.08040201005024668
Alabama,2018,FALSE,14,2018-04-07,1014.2,1012,-2.2000000000000455,-0.2173913043478306
Alabama,2018,FALSE,15,2018-04-14,984,1026,42,4.093567251461988
Alabama,2018,FALSE,16,2018-04-21,992.6,1030,37.39999999999998,3.6310679611650465
Alabama,2018,FALSE,17,2018-04-28,991.4,971,-20.399999999999977,-2.100926879505662
Alabama,2018,FALSE,18,2018-05-05,971.8,1038,66.20000000000005,6.377649325626209
Alabama,2018,FALSE,19,2018-05-12,978.4,950,-28.399999999999977,-2.9894736842105236
Alabama,2018,FALSE,20,2018-05-19,965.6,1005,39.39999999999998,3.920398009950247
Alabama,2018,FALSE,21,2018-05-26,958,977,19,1.9447287615148412
Alabama,2018,FALSE,22,2018-06-02,955.6,972,16.399999999999977,1.6872427983539071
Alabama,2018,FALSE,23,2018-06-09,979.4,1011,31.600000000000023,3.1256181998021786
Alabama,2018,FALSE,24,2018-06-16,924.8,940,15.200000000000045,1.6170212765957495
Alabama,2018,FALSE,25,2018-06-23,966.4,972,5.600000000000023,0.5761316872428007
Alabama,2018,FALSE,26,2018-06-30,920.2,927,6.7999999999999545,0.7335490830636413
Alabama,2018,FALSE,27,2018-07-07,956.8,972,15.200000000000045,1.5637860082304573
Alabama,2018,FALSE,28,2018-07-14,972.8,994,21.200000000000045,2.1327967806841093
Alabama,2018,FALSE,29,2018-07-21,946.4,959,12.600000000000023,1.3138686131386885
Alabama,2018,FALSE,30,2018-07-28,925.6,930,4.399999999999977,0.47311827956989005
Alabama,2018,FALSE,31,2018-08-04,944.2,960,15.799999999999955,1.6458333333333286
Alabama,2018,FALSE,32,2018-08-11,956.8,969,12.200000000000045,1.2590299277605825
Alabama,2018,FALSE,33,2018-08-18,938.6,938,-0.6000000000000227,-0.06396588486140967
Alabama,2018,FALSE,34,2018-08-25,932,943,11,1.166489925768823
Alabama,2018,FALSE,35,2018-09-01,942.8,936,-6.7999999999999545,-0.7264957264957217
Alabama,2018,FALSE,36,2018-09-08,957.4,944,-13.399999999999977,-1.4194915254237264
Alabama,2018,FALSE,37,2018-09-15,946.8,912,-34.799999999999955,-3.8157894736842057
Alabama,2018,FALSE,38,2018-09-22,962.6,998,35.39999999999998,3.547094188376751
Alabama,2018,FALSE,39,2018-09-29,962.6,972,9.399999999999977,0.9670781893004092
Alabama,2018,FALSE,40,2018-10-06,954.6,945,-9.600000000000023,-1.0158730158730183
Alabama,2018,FALSE,41,2018-10-13,935.8,943,7.2000000000000455,0.7635206786850525
Alabama,2018,FALSE,42,2018-10-20,963.8,971,7.2000000000000455,0.7415036045314156
Alabama,2018,FALSE,43,2018-10-27,966.8,993,26.200000000000045,2.638469284994969
Alabama,2018,FALSE,44,2018-11-03,936.4,927,-9.399999999999977,-1.014023732470332
Alabama,2018,FALSE,45,2018-11-10,992.8,963,-29.799999999999955,-3.094496365524398
Alabama,2018,FALSE,46,2018-11-17,1024.6,1055,30.40000000000009,2.881516587677734
Alabama,2018,FALSE,47,2018-11-24,1017.8,1009,-8.799999999999955,-0.8721506442021758
Alabama,2018,FALSE,48,2018-12-01,1031,1050,19,1.8095238095238095
Alabama,2018,FALSE,49,2018-12-08,1053.6,1043,-10.599999999999909,-1.0162991371044976
Alabama,2018,FALSE,50,2018-12-15,1058.4,1053,-5.400000000000091,-0.5128205128205215
Alabama,2018,FALSE,51,2018-12-22,1100.4,1103,2.599999999999909,0.23572076155937527
Alabama,2018,FALSE,52,2018-12-29,1057.2,1084,26.799999999999955,2.4723247232472283
Alabama,2019,FALSE,1,2019-01-05,1118.6,1077,-41.59999999999991,-3.862581244196835
Alabama,2019,FALSE,2,2019-01-12,1140.8,1090,-50.799999999999955,-4.660550458715592
Alabama,2019,FALSE,3,2019-01-19,1101.8,1114,12.200000000000045,1.095152603231602
Alabama,2019,FALSE,4,2019-01-26,1094.2,1063,-31.200000000000045,-2.935089369708377
Alabama,2019,FALSE,5,2019-02-02,1098.2,1095,-3.2000000000000455,-0.2922374429223786
Alabama,2019,FALSE,6,2019-02-09,1099.4,1092,-7.400000000000091,-0.677655677655686
Alabama,2019,FALSE,7,2019-02-16,1088,1103,15,1.3599274705349047
Alabama,2019,FALSE,8,2019-02-23,1065.2,1064,-1.2000000000000455,-0.11278195488722233
Alabama,2019,FALSE,9,2019-03-02,1065.8,1050,-15.799999999999955,-1.5047619047619003
Alabama,2019,FALSE,10,2019-03-09,1053.8,1061,7.2000000000000455,0.6786050895381759
Alabama,2019,FALSE,11,2019-03-16,1051.2,1090,38.799999999999955,3.5596330275229313
Alabama,2019,FALSE,12,2019-03-23,1011.4,1012,0.6000000000000227,0.05928853754940936
Alabama,2019,FALSE,13,2019-03-30,995.8,1078,82.20000000000005,7.625231910946201
Alabama,2019,FALSE,14,2019-04-06,1014.2,1044,29.799999999999955,2.854406130268195
Alabama,2019,FALSE,15,2019-04-13,984,1031,47,4.558680892337536
Alabama,2019,FALSE,16,2019-04-20,992.6,956,-36.60000000000002,-3.828451882845191
Alabama,2019,FALSE,17,2019-04-27,991.4,1042,50.60000000000002,4.85604606525912
Alabama,2019,FALSE,18,2019-05-04,971.8,1031,59.200000000000045,5.741998060135796
Alabama,2019,FALSE,19,2019-05-11,978.4,1009,30.600000000000023,3.032705649157584
Alabama,2019,FALSE,20,2019-05-18,965.6,996,30.399999999999977,3.052208835341363
Alabama,2019,FALSE,21,2019-05-25,958,973,15,1.5416238437821173
Alabama,2019,FALSE,22,2019-06-01,955.6,1027,71.39999999999998,6.952288218111001
Alabama,2019,FALSE,23,2019-06-08,979.4,1029,49.60000000000002,4.8202137998056385
Alabama,2019,FALSE,24,2019-06-15,924.8,986,61.200000000000045,6.206896551724142
Alabama,2019,FALSE,25,2019-06-22,966.4,989,22.600000000000023,2.285136501516686
Alabama,2019,FALSE,26,2019-06-29,920.2,940,19.799999999999955,2.106382978723399
Alabama,2019,FALSE,27,2019-07-06,956.8,1028,71.20000000000005,6.9260700389105105
Alabama,2019,FALSE,28,2019-07-13,972.8,1018,45.200000000000045,4.440078585461694
Alabama,2019,FALSE,29,2019-07-20,946.4,962,15.600000000000023,1.6216216216216242
Alabama,2019,FALSE,30,2019-07-27,925.6,980,54.39999999999998,5.5510204081632635
Alabama,2019,FALSE,31,2019-08-03,944.2,983,38.799999999999955,3.9471007121057937
Alabama,2019,FALSE,32,2019-08-10,956.8,998,41.200000000000045,4.128256513026057
Alabama,2019,FALSE,33,2019-08-17,938.6,977,38.39999999999998,3.930399181166835
Alabama,2019,FALSE,34,2019-08-24,932,939,7,0.7454739084132056
Alabama,2019,FALSE,35,2019-08-31,942.8,975,32.200000000000045,3.3025641025641073
Alabama,2019,FALSE,36,2019-09-07,957.4,1009,51.60000000000002,5.113974231912787
Alabama,2019,FALSE,37,2019-09-14,946.8,999,52.200000000000045,5.22522522522523
Alabama,2019,FALSE,38,2019-09-21,962.6,883,-79.60000000000002,-9.014722536806346
Alabama,2019,FALSE,39,2019-09-28,962.6,987,24.399999999999977,2.4721377912867255
Alabama,2019,FALSE,40,2019-10-05,954.6,958,3.3999999999999773,0.35490605427974714
Alabama,2019,FALSE,41,2019-10-12,935.8,908,-27.799999999999955,-3.0616740088105674
Alabama,2019,FALSE,42,2019-10-19,963.8,1010,46.200000000000045,4.574257425742579
Alabama,2019,FALSE,43,2019-10-26,966.8,978,11.200000000000045,1.1451942740286345
Alabama,2019,FALSE,44,2019-11-02,936.4,937,0.6000000000000227,0.06403415154749442
Alabama,2019,FALSE,45,2019-11-09,992.8,1041,48.200000000000045,4.630163304514894
Alabama,2019,FALSE,46,2019-11-16,1024.6,1072,47.40000000000009,4.4216417910447845
Alabama,2019,FALSE,47,2019-11-23,1017.8,1044,26.200000000000045,2.509578544061307
Alabama,2019,FALSE,48,2019-11-30,1031,1038,7,0.674373795761079
Alabama,2019,FALSE,49,2019-12-07,1053.6,1072,18.40000000000009,1.7164179104477695
Alabama,2019,FALSE,50,2019-12-14,1058.4,1081,22.59999999999991,2.090656799259936
Alabama,2019,FALSE,51,2019-12-21,1100.4,1103,2.599999999999909,0.23572076155937527
Alabama,2019,FALSE,52,2019-12-28,1057.2,1035,-22.200000000000045,-2.1449275362318883
Alabama,2020,TRUE,1,2020-01-04,1118.6,1082,-36.59999999999991,-3.3826247689463873
Alabama,2020,TRUE,2,2020-01-11,1140.8,1127,-13.799999999999955,-1.2244897959183634
Alabama,2020,TRUE,3,2020-01-18,1101.8,1039,-62.799999999999955,-6.044273339749755
Alabama,2020,TRUE,4,2020-01-25,1094.2,1056,-38.200000000000045,-3.617424242424247
Alabama,2020,TRUE,5,2020-02-01,1098.2,1026,-72.20000000000005,-7.037037037037042
Alabama,2020,TRUE,6,2020-02-08,1099.4,1120,20.59999999999991,1.8392857142857062
Alabama,2020,TRUE,7,2020-02-15,1088,1095,7,0.6392694063926941
Alabama,2020,TRUE,8,2020-02-22,1065.2,1098,32.799999999999955,2.98724954462659
Alabama,2020,TRUE,9,2020-02-29,1065.8,1164,98.20000000000005,8.436426116838492
Alabama,2020,TRUE,10,2020-03-07,1053.8,1057,3.2000000000000455,0.3027436140018964
Alabama,2020,TRUE,11,2020-03-14,1051.2,1091,39.799999999999955,3.6480293308890883
Alabama,2020,TRUE,12,2020-03-21,1011.4,1059,47.60000000000002,4.494806421152033
Alabama,2020,TRUE,13,2020-03-28,995.8,1073,77.20000000000005,7.19478098788444
Alabama,2020,TRUE,14,2020-04-04,1014.2,1156,141.79999999999995,12.266435986159166
Alabama,2020,TRUE,15,2020-04-11,984,1135,151,13.303964757709252
Alabama,2020,TRUE,16,2020-04-18,992.6,1149,156.39999999999998,13.6118363794604
Alabama,2020,TRUE,17,2020-04-25,991.4,1139,147.60000000000002,12.95873573309921
Alabama,2020,TRUE,18,2020-05-02,971.8,1147,175.20000000000005,15.274629468177858
Alabama,2020,TRUE,19,2020-05-09,978.4,1171,192.60000000000002,16.44748078565329
Alabama,2020,TRUE,20,2020-05-16,965.6,1148,182.39999999999998,15.888501742160276
Alabama,2020,TRUE,21,2020-05-23,958,1153,195,16.91240242844753
Alabama,2020,TRUE,22,2020-05-30,955.6,1109,153.39999999999998,13.832281334535615
Alabama,2020,TRUE,23,2020-06-06,979.4,1173,193.60000000000002,16.504688832054562
Alabama,2020,TRUE,24,2020-06-13,924.8,1138,213.20000000000005,18.734622144112482
Alabama,2020,TRUE,25,2020-06-20,966.4,1090,123.60000000000002,11.339449541284406
Alabama,2020,TRUE,26,2020-06-27,920.2,1151,230.79999999999995,20.052128583840133
Alabama,2020,TRUE,27,2020-07-04,956.8,1201,244.20000000000005,20.3330557868443
Alabama,2020,TRUE,28,2020-07-11,972.8,1265,292.20000000000005,23.098814229249015
Alabama,2020,TRUE,29,2020-07-18,946.4,1289,342.6,26.578743211792087
Alabama,2020,TRUE,30,2020-07-25,925.6,1333,407.4,30.56264066016504
Alabama,2020,TRUE,31,2020-08-01,944.2,1364,419.79999999999995,30.77712609970674
Alabama,2020,TRUE,32,2020-08-08,956.8,1379,422.20000000000005,30.61638868745468
Alabama,2020,TRUE,33,2020-08-15,938.6,1305,366.4,28.076628352490417
Alabama,2020,TRUE,34,2020-08-22,932,1303,371,28.472755180353033
Alabama,2020,TRUE,35,2020-08-29,942.8,1216,273.20000000000005,22.4671052631579
Alabama,2020,TRUE,36,2020-09-05,957.4,1216,258.6,21.266447368421055
Alabama,2020,TRUE,37,2020-09-12,946.8,1232,285.20000000000005,23.14935064935065
Alabama,2020,TRUE,38,2020-09-19,962.6,1200,237.39999999999998,19.78333333333333
Alabama,2020,TRUE,39,2020-09-26,962.6,1183,220.39999999999998,18.630600169061708
Alabama,2020,TRUE,40,2020-10-03,954.6,1103,148.39999999999998,13.454215775158657
Alabama,2020,TRUE,41,2020-10-10,935.8,1204,268.20000000000005,22.275747508305653
Alabama,2020,TRUE,42,2020-10-17,963.8,1190,226.20000000000005,19.00840336134454
Alabama,2020,TRUE,43,2020-10-24,966.8,1142,175.20000000000005,15.341506129597201
Alabama,2020,TRUE,44,2020-10-31,936.4,1169,232.60000000000002,19.897348160821217
Alabama,2020,TRUE,45,2020-11-07,992.8,1277,284.20000000000005,22.255285826155056
Alabama,2020,TRUE,46,2020-11-14,1024.6,1269,244.4000000000001,19.259259259259267
